,EMOJI_ALIAS_UNICODE,emoji,VEC_TO_CAT,seq_clean_text
1044,:keycap_6:,6️⃣,thing,['keycap']
1045,:keycap_7:,7️⃣,thing,['keycap']
1046,:keycap_8:,8️⃣,thing,['keycap']
1047,:keycap_9:,9️⃣,thing,['keycap']
1048,:kick_scooter:,🛴,place,"['kick', 'scooter']"
1049,:kimono:,👘,person,['kimono']
1050,:kiss:,💋,thing,['kiss']
1051,:kiss_man_man:,👨‍❤️‍💋‍👨,person,"['kiss', 'man', 'man']"
1052,:kiss_mark:,💋,time,"['kiss', 'mark']"
1053,:kiss_woman_man:,👩‍❤️‍💋‍👨,person,"['kiss', 'woman', 'man']"
1054,:kiss_woman_woman:,👩‍❤️‍💋‍👩,person,"['kiss', 'woman', 'woman']"
1055,:kissing_cat_face:,😽,thing,"['kissing', 'cat', 'face']"
1056,:kissing_face:,😗,thing,"['kissing', 'face']"
1057,:kissing_face_with_closed_eyes:,😚,thing,"['kissing', 'face', 'with', 'closed', 'eyes']"
1058,:kissing_face_with_smiling_eyes:,😙,mood,"['kissing', 'face', 'with', 'smiling', 'eyes']"
1059,:kitchen_knife:,🔪,person,"['kitchen', 'knife']"
1060,:kiwi_fruit:,🥝,activity,"['kiwi', 'fruit']"
1061,:koala:,🐨,person,['koala']
1062,:lab_coat:,🥼,person,"['lab', 'coat']"
1063,:label:,🏷,thing,['label']
1064,:lacrosse:,🥍,activity,['lacrosse']
1065,:lady_beetle:,🐞,person,"['lady', 'beetle']"
1066,:laptop_computer:,💻,person,"['laptop', 'computer']"
1067,:large_blue_diamond:,🔷,mood,"['large', 'blue', 'diamond']"
1068,:large_orange_diamond:,🔶,activity,"['large', 'orange', 'diamond']"
1069,:last_quarter_moon:,🌗,time,"['last', 'quarter', 'moon']"
1070,:last_quarter_moon_face:,🌜,time,"['last', 'quarter', 'moon', 'face']"
1071,:last_track_button:,⏮,time,"['last', 'track', 'button']"
1072,:latin_cross:,✝,activity,"['latin', 'cross']"
1073,:leaf_fluttering_in_wind:,🍃,mood,"['leaf', 'fluttering', 'in', 'wind']"
1074,:leafy_green:,🥬,mood,"['leafy', 'green']"
1075,:ledger:,📒,place,['ledger']
1076,:left-facing_fist:,🤛,time,"['left', 'facing', 'fist']"
1077,:left-facing_fist_dark_skin_tone:,🤛🏿,time,"['left', 'facing', 'fist']"
1078,:left-facing_fist_light_skin_tone:,🤛🏻,time,"['left', 'facing', 'fist']"
1079,:left-facing_fist_medium-dark_skin_tone:,🤛🏾,time,"['left', 'facing', 'fist']"
1080,:left-facing_fist_medium-light_skin_tone:,🤛🏼,time,"['left', 'facing', 'fist']"
1081,:left-facing_fist_medium_skin_tone:,🤛🏽,time,"['left', 'facing', 'fist']"
1082,:left-right_arrow:,↔,thing,"['left', 'right', 'arrow']"
1083,:left_arrow:,⬅,person,"['left', 'arrow']"
1084,:left_arrow_curving_right:,↪,thing,"['left', 'arrow', 'curving', 'right']"
1085,:left_luggage:,🛅,time,"['left', 'luggage']"
1086,:left_speech_bubble:,🗨,thing,"['left', 'speech', 'bubble']"
1087,:leg:,🦵,time,['leg']
1088,:lemon:,🍋,mood,['lemon']
1089,:leopard:,🐆,person,['leopard']
1090,:level_slider:,🎚,thing,"['level', 'slider']"
1091,:light_bulb:,💡,mood,"['light', 'bulb']"
1092,:light_rail:,🚈,mood,"['light', 'rail']"
1093,:link:,🔗,activity,['link']
1094,:linked_paperclips:,🖇,place,"['linked', 'paperclips']"
1095,:lion_face:,🦁,person,"['lion', 'face']"
1096,:lipstick:,💄,thing,['lipstick']
1097,:litter_in_bin_sign:,🚮,place,"['litter', 'in', 'bin', 'sign']"
1098,:lizard:,🦎,person,['lizard']
1099,:llama:,🦙,person,['llama']
1100,:lobster:,🦞,person,['lobster']
1101,:locked:,🔒,place,['locked']
1102,:locked_with_key:,🔐,time,"['locked', 'with', 'key']"
1103,:locked_with_pen:,🔏,place,"['locked', 'with', 'pen']"
1104,:locomotive:,🚂,activity,['locomotive']
1105,:lollipop:,🍭,thing,['lollipop']
1106,:lotion_bottle:,🧴,person,"['lotion', 'bottle']"
1107,:loudly_crying_face:,😭,mood,"['loudly', 'crying', 'face']"
1108,:loudspeaker:,📢,mood,['loudspeaker']
1109,:love-you_gesture:,🤟,thing,"['love', 'you', 'gesture']"
1110,:love-you_gesture_dark_skin_tone:,🤟🏿,thing,"['love', 'you', 'gesture']"
1111,:love-you_gesture_light_skin_tone:,🤟🏻,thing,"['love', 'you', 'gesture']"
1112,:love-you_gesture_medium-dark_skin_tone:,🤟🏾,thing,"['love', 'you', 'gesture']"
1113,:love-you_gesture_medium-light_skin_tone:,🤟🏼,thing,"['love', 'you', 'gesture']"
1114,:love-you_gesture_medium_skin_tone:,🤟🏽,thing,"['love', 'you', 'gesture']"
1115,:love_hotel:,🏩,thing,"['love', 'hotel']"
1116,:love_letter:,💌,thing,"['love', 'letter']"
1117,:luggage:,🧳,person,['luggage']
1118,:lying_face:,🤥,person,"['lying', 'face']"
1119,:mage:,🧙,person,['mage']
1120,:mage_dark_skin_tone:,🧙🏿,person,['mage']
1121,:mage_light_skin_tone:,🧙🏻,person,['mage']
1122,:mage_medium-dark_skin_tone:,🧙🏾,person,['mage']
1123,:mage_medium-light_skin_tone:,🧙🏼,person,['mage']
1124,:mage_medium_skin_tone:,🧙🏽,person,['mage']
1125,:magnet:,🧲,activity,['magnet']
1126,:magnifying_glass_tilted_left:,🔍,mood,"['magnifying', 'glass', 'tilted', 'left']"
1127,:magnifying_glass_tilted_right:,🔎,mood,"['magnifying', 'glass', 'tilted', 'right']"
1128,:mahjong_red_dragon:,🀄,person,"['mahjong', 'red', 'dragon']"
1129,:male_sign:,♂,person,"['male', 'sign']"
1130,:man:,👨,person,['man']
1131,:man_and_woman_holding_hands:,👫,person,"['man', 'and', 'woman', 'holding', 'hands']"
1132,:man_artist:,👨‍🎨,person,"['man', 'artist']"
1133,:man_artist_dark_skin_tone:,👨🏿‍🎨,person,"['man', 'artist']"
1134,:man_artist_light_skin_tone:,👨🏻‍🎨,person,"['man', 'artist']"
1135,:man_artist_medium-dark_skin_tone:,👨🏾‍🎨,person,"['man', 'artist']"
1136,:man_artist_medium-light_skin_tone:,👨🏼‍🎨,person,"['man', 'artist']"
1137,:man_artist_medium_skin_tone:,👨🏽‍🎨,person,"['man', 'artist']"
1138,:man_astronaut:,👨‍🚀,person,"['man', 'astronaut']"
1139,:man_astronaut_dark_skin_tone:,👨🏿‍🚀,person,"['man', 'astronaut']"
1140,:man_astronaut_light_skin_tone:,👨🏻‍🚀,person,"['man', 'astronaut']"
1141,:man_astronaut_medium-dark_skin_tone:,👨🏾‍🚀,person,"['man', 'astronaut']"
1142,:man_astronaut_medium-light_skin_tone:,👨🏼‍🚀,person,"['man', 'astronaut']"
1143,:man_astronaut_medium_skin_tone:,👨🏽‍🚀,person,"['man', 'astronaut']"
1144,:man_biking:,🚴‍♂️,person,"['man', 'biking']"
1145,:man_biking_dark_skin_tone:,🚴🏿‍♂️,person,"['man', 'biking']"
1146,:man_biking_light_skin_tone:,🚴🏻‍♂️,person,"['man', 'biking']"
1147,:man_biking_medium-dark_skin_tone:,🚴🏾‍♂️,person,"['man', 'biking']"
1148,:man_biking_medium-light_skin_tone:,🚴🏼‍♂️,person,"['man', 'biking']"
1149,:man_biking_medium_skin_tone:,🚴🏽‍♂️,person,"['man', 'biking']"
1150,:man_bouncing_ball:,⛹️‍♂️,thing,"['man', 'bouncing', 'ball']"
1151,:man_bouncing_ball_dark_skin_tone:,⛹🏿‍♂️,thing,"['man', 'bouncing', 'ball']"
1152,:man_bouncing_ball_light_skin_tone:,⛹🏻‍♂️,thing,"['man', 'bouncing', 'ball']"
1153,:man_bouncing_ball_medium-dark_skin_tone:,⛹🏾‍♂️,thing,"['man', 'bouncing', 'ball']"
1154,:man_bouncing_ball_medium-light_skin_tone:,⛹🏼‍♂️,thing,"['man', 'bouncing', 'ball']"
1155,:man_bouncing_ball_medium_skin_tone:,⛹🏽‍♂️,thing,"['man', 'bouncing', 'ball']"
1156,:man_bowing:,🙇‍♂️,person,"['man', 'bowing']"
1157,:man_bowing_dark_skin_tone:,🙇🏿‍♂️,person,"['man', 'bowing']"
1158,:man_bowing_light_skin_tone:,🙇🏻‍♂️,person,"['man', 'bowing']"
1159,:man_bowing_medium-dark_skin_tone:,🙇🏾‍♂️,person,"['man', 'bowing']"
1160,:man_bowing_medium-light_skin_tone:,🙇🏼‍♂️,person,"['man', 'bowing']"
1161,:man_bowing_medium_skin_tone:,🙇🏽‍♂️,person,"['man', 'bowing']"
1162,:man_cartwheeling:,🤸‍♂️,person,"['man', 'cartwheeling']"
1163,:man_cartwheeling_dark_skin_tone:,🤸🏿‍♂️,person,"['man', 'cartwheeling']"
1164,:man_cartwheeling_light_skin_tone:,🤸🏻‍♂️,person,"['man', 'cartwheeling']"
1165,:man_cartwheeling_medium-dark_skin_tone:,🤸🏾‍♂️,person,"['man', 'cartwheeling']"
1166,:man_cartwheeling_medium-light_skin_tone:,🤸🏼‍♂️,person,"['man', 'cartwheeling']"
1167,:man_cartwheeling_medium_skin_tone:,🤸🏽‍♂️,person,"['man', 'cartwheeling']"
1168,:man_climbing:,🧗‍♂️,person,"['man', 'climbing']"
1169,:man_climbing_dark_skin_tone:,🧗🏿‍♂️,person,"['man', 'climbing']"
1170,:man_climbing_light_skin_tone:,🧗🏻‍♂️,person,"['man', 'climbing']"
1171,:man_climbing_medium-dark_skin_tone:,🧗🏾‍♂️,person,"['man', 'climbing']"
1172,:man_climbing_medium-light_skin_tone:,🧗🏼‍♂️,person,"['man', 'climbing']"
1173,:man_climbing_medium_skin_tone:,🧗🏽‍♂️,person,"['man', 'climbing']"
1174,:man_construction_worker:,👷‍♂️,person,"['man', 'construction', 'worker']"
1175,:man_construction_worker_dark_skin_tone:,👷🏿‍♂️,person,"['man', 'construction', 'worker']"
1176,:man_construction_worker_light_skin_tone:,👷🏻‍♂️,person,"['man', 'construction', 'worker']"
1177,:man_construction_worker_medium-dark_skin_tone:,👷🏾‍♂️,person,"['man', 'construction', 'worker']"
1178,:man_construction_worker_medium-light_skin_tone:,👷🏼‍♂️,person,"['man', 'construction', 'worker']"
1179,:man_construction_worker_medium_skin_tone:,👷🏽‍♂️,person,"['man', 'construction', 'worker']"
1180,:man_cook:,👨‍🍳,person,"['man', 'cook']"
1181,:man_cook_dark_skin_tone:,👨🏿‍🍳,person,"['man', 'cook']"
1182,:man_cook_light_skin_tone:,👨🏻‍🍳,person,"['man', 'cook']"
1183,:man_cook_medium-dark_skin_tone:,👨🏾‍🍳,person,"['man', 'cook']"
1184,:man_cook_medium-light_skin_tone:,👨🏼‍🍳,person,"['man', 'cook']"
1185,:man_cook_medium_skin_tone:,👨🏽‍🍳,person,"['man', 'cook']"
1186,:man_dancing:,🕺,person,"['man', 'dancing']"
1187,:man_dancing_dark_skin_tone:,🕺🏿,person,"['man', 'dancing']"
1188,:man_dancing_light_skin_tone:,🕺🏻,person,"['man', 'dancing']"
1189,:man_dancing_medium-dark_skin_tone:,🕺🏾,person,"['man', 'dancing']"
1190,:man_dancing_medium-light_skin_tone:,🕺🏼,person,"['man', 'dancing']"
1191,:man_dancing_medium_skin_tone:,🕺🏽,person,"['man', 'dancing']"
1192,:man_dark_skin_tone:,👨🏿,person,['man']
1193,:man_detective:,🕵️‍♂️,person,"['man', 'detective']"
1194,:man_detective_dark_skin_tone:,🕵🏿‍♂️,person,"['man', 'detective']"
1195,:man_detective_light_skin_tone:,🕵🏻‍♂️,person,"['man', 'detective']"
1196,:man_detective_medium-dark_skin_tone:,🕵🏾‍♂️,person,"['man', 'detective']"
1197,:man_detective_medium-light_skin_tone:,🕵🏼‍♂️,person,"['man', 'detective']"
1198,:man_detective_medium_skin_tone:,🕵🏽‍♂️,person,"['man', 'detective']"
1199,:man_elf:,🧝‍♂️,person,"['man', 'elf']"
1200,:man_elf_dark_skin_tone:,🧝🏿‍♂️,person,"['man', 'elf']"
1201,:man_elf_light_skin_tone:,🧝🏻‍♂️,person,"['man', 'elf']"
1202,:man_elf_medium-dark_skin_tone:,🧝🏾‍♂️,person,"['man', 'elf']"
1203,:man_elf_medium-light_skin_tone:,🧝🏼‍♂️,person,"['man', 'elf']"
1204,:man_elf_medium_skin_tone:,🧝🏽‍♂️,person,"['man', 'elf']"
1205,:man_facepalming:,🤦‍♂️,person,"['man', 'face', 'palming']"
1206,:man_facepalming_dark_skin_tone:,🤦🏿‍♂️,person,"['man', 'face', 'palming']"
1207,:man_facepalming_light_skin_tone:,🤦🏻‍♂️,person,"['man', 'face', 'palming']"
1208,:man_facepalming_medium-dark_skin_tone:,🤦🏾‍♂️,person,"['man', 'face', 'palming']"
1209,:man_facepalming_medium-light_skin_tone:,🤦🏼‍♂️,person,"['man', 'face', 'palming']"
1210,:man_facepalming_medium_skin_tone:,🤦🏽‍♂️,person,"['man', 'face', 'palming']"
1211,:man_factory_worker:,👨‍🏭,person,"['man', 'factory', 'worker']"
1212,:man_factory_worker_dark_skin_tone:,👨🏿‍🏭,person,"['man', 'factory', 'worker']"
1213,:man_factory_worker_light_skin_tone:,👨🏻‍🏭,person,"['man', 'factory', 'worker']"
1214,:man_factory_worker_medium-dark_skin_tone:,👨🏾‍🏭,person,"['man', 'factory', 'worker']"
1215,:man_factory_worker_medium-light_skin_tone:,👨🏼‍🏭,person,"['man', 'factory', 'worker']"
1216,:man_factory_worker_medium_skin_tone:,👨🏽‍🏭,person,"['man', 'factory', 'worker']"
1217,:man_fairy:,🧚‍♂️,person,"['man', 'fairy']"
1218,:man_fairy_dark_skin_tone:,🧚🏿‍♂️,person,"['man', 'fairy']"
1219,:man_fairy_light_skin_tone:,🧚🏻‍♂️,person,"['man', 'fairy']"
1220,:man_fairy_medium-dark_skin_tone:,🧚🏾‍♂️,person,"['man', 'fairy']"
1221,:man_fairy_medium-light_skin_tone:,🧚🏼‍♂️,person,"['man', 'fairy']"
1222,:man_fairy_medium_skin_tone:,🧚🏽‍♂️,person,"['man', 'fairy']"
1223,:man_farmer:,👨‍🌾,person,"['man', 'farmer']"
1224,:man_farmer_dark_skin_tone:,👨🏿‍🌾,person,"['man', 'farmer']"
1225,:man_farmer_light_skin_tone:,👨🏻‍🌾,person,"['man', 'farmer']"
1226,:man_farmer_medium-dark_skin_tone:,👨🏾‍🌾,person,"['man', 'farmer']"
1227,:man_farmer_medium-light_skin_tone:,👨🏼‍🌾,person,"['man', 'farmer']"
1228,:man_farmer_medium_skin_tone:,👨🏽‍🌾,person,"['man', 'farmer']"
1229,:man_firefighter:,👨‍🚒,person,"['man', 'firefighter']"
1230,:man_firefighter_dark_skin_tone:,👨🏿‍🚒,person,"['man', 'firefighter']"
1231,:man_firefighter_light_skin_tone:,👨🏻‍🚒,person,"['man', 'firefighter']"
1232,:man_firefighter_medium-dark_skin_tone:,👨🏾‍🚒,person,"['man', 'firefighter']"
1233,:man_firefighter_medium-light_skin_tone:,👨🏼‍🚒,person,"['man', 'firefighter']"
1234,:man_firefighter_medium_skin_tone:,👨🏽‍🚒,person,"['man', 'firefighter']"
1235,:man_frowning:,🙍‍♂️,person,"['man', 'frowning']"
1236,:man_frowning_dark_skin_tone:,🙍🏿‍♂️,person,"['man', 'frowning']"
1237,:man_frowning_light_skin_tone:,🙍🏻‍♂️,person,"['man', 'frowning']"
1238,:man_frowning_medium-dark_skin_tone:,🙍🏾‍♂️,person,"['man', 'frowning']"
1239,:man_frowning_medium-light_skin_tone:,🙍🏼‍♂️,person,"['man', 'frowning']"
1240,:man_frowning_medium_skin_tone:,🙍🏽‍♂️,person,"['man', 'frowning']"
1241,:man_genie:,🧞‍♂️,person,"['man', 'genie']"
1242,:man_gesturing_NO:,🙅‍♂️,person,"['man', 'gesturing', 'NO']"
1243,:man_gesturing_NO_dark_skin_tone:,🙅🏿‍♂️,person,"['man', 'gesturing', 'NO']"
1244,:man_gesturing_NO_light_skin_tone:,🙅🏻‍♂️,person,"['man', 'gesturing', 'NO']"
1245,:man_gesturing_NO_medium-dark_skin_tone:,🙅🏾‍♂️,person,"['man', 'gesturing', 'NO']"
1246,:man_gesturing_NO_medium-light_skin_tone:,🙅🏼‍♂️,person,"['man', 'gesturing', 'NO']"
1247,:man_gesturing_NO_medium_skin_tone:,🙅🏽‍♂️,person,"['man', 'gesturing', 'NO']"
1248,:man_gesturing_OK:,🙆‍♂️,thing,"['man', 'gesturing', 'OK']"
1249,:man_gesturing_OK_dark_skin_tone:,🙆🏿‍♂️,thing,"['man', 'gesturing', 'OK']"
1250,:man_gesturing_OK_light_skin_tone:,🙆🏻‍♂️,thing,"['man', 'gesturing', 'OK']"
1251,:man_gesturing_OK_medium-dark_skin_tone:,🙆🏾‍♂️,thing,"['man', 'gesturing', 'OK']"
1252,:man_gesturing_OK_medium-light_skin_tone:,🙆🏼‍♂️,thing,"['man', 'gesturing', 'OK']"
1253,:man_gesturing_OK_medium_skin_tone:,🙆🏽‍♂️,thing,"['man', 'gesturing', 'OK']"
1254,:man_getting_haircut:,💇‍♂️,person,"['man', 'getting', 'haircut']"
1255,:man_getting_haircut_dark_skin_tone:,💇🏿‍♂️,person,"['man', 'getting', 'haircut']"
1256,:man_getting_haircut_light_skin_tone:,💇🏻‍♂️,person,"['man', 'getting', 'haircut']"
1257,:man_getting_haircut_medium-dark_skin_tone:,💇🏾‍♂️,person,"['man', 'getting', 'haircut']"
1258,:man_getting_haircut_medium-light_skin_tone:,💇🏼‍♂️,person,"['man', 'getting', 'haircut']"
1259,:man_getting_haircut_medium_skin_tone:,💇🏽‍♂️,person,"['man', 'getting', 'haircut']"
1260,:man_getting_massage:,💆‍♂️,person,"['man', 'getting', 'massage']"
1261,:man_getting_massage_dark_skin_tone:,💆🏿‍♂️,person,"['man', 'getting', 'massage']"
1262,:man_getting_massage_light_skin_tone:,💆🏻‍♂️,person,"['man', 'getting', 'massage']"
1263,:man_getting_massage_medium-dark_skin_tone:,💆🏾‍♂️,person,"['man', 'getting', 'massage']"
1264,:man_getting_massage_medium-light_skin_tone:,💆🏼‍♂️,person,"['man', 'getting', 'massage']"
1265,:man_getting_massage_medium_skin_tone:,💆🏽‍♂️,person,"['man', 'getting', 'massage']"
1266,:man_golfing:,🏌️‍♂️,person,"['man', 'golfing']"
1267,:man_golfing_dark_skin_tone:,🏌🏿‍♂️,person,"['man', 'golfing']"
1268,:man_golfing_light_skin_tone:,🏌🏻‍♂️,person,"['man', 'golfing']"
1269,:man_golfing_medium-dark_skin_tone:,🏌🏾‍♂️,person,"['man', 'golfing']"
1270,:man_golfing_medium-light_skin_tone:,🏌🏼‍♂️,person,"['man', 'golfing']"
1271,:man_golfing_medium_skin_tone:,🏌🏽‍♂️,person,"['man', 'golfing']"
1272,:man_guard:,💂‍♂️,person,"['man', 'guard']"
1273,:man_guard_dark_skin_tone:,💂🏿‍♂️,person,"['man', 'guard']"
1274,:man_guard_light_skin_tone:,💂🏻‍♂️,person,"['man', 'guard']"
1275,:man_guard_medium-dark_skin_tone:,💂🏾‍♂️,person,"['man', 'guard']"
1276,:man_guard_medium-light_skin_tone:,💂🏼‍♂️,person,"['man', 'guard']"
1277,:man_guard_medium_skin_tone:,💂🏽‍♂️,person,"['man', 'guard']"
1278,:man_health_worker:,👨‍⚕️,person,"['man', 'health', 'worker']"
1279,:man_health_worker_dark_skin_tone:,👨🏿‍⚕️,person,"['man', 'health', 'worker']"
1280,:man_health_worker_light_skin_tone:,👨🏻‍⚕️,person,"['man', 'health', 'worker']"
1281,:man_health_worker_medium-dark_skin_tone:,👨🏾‍⚕️,person,"['man', 'health', 'worker']"
1282,:man_health_worker_medium-light_skin_tone:,👨🏼‍⚕️,person,"['man', 'health', 'worker']"
1283,:man_health_worker_medium_skin_tone:,👨🏽‍⚕️,person,"['man', 'health', 'worker']"
1284,:man_in_lotus_position:,🧘‍♂️,person,"['man', 'in', 'lotus', 'position']"
1285,:man_in_lotus_position_dark_skin_tone:,🧘🏿‍♂️,person,"['man', 'in', 'lotus', 'position']"
1286,:man_in_lotus_position_light_skin_tone:,🧘🏻‍♂️,person,"['man', 'in', 'lotus', 'position']"
1287,:man_in_lotus_position_medium-dark_skin_tone:,🧘🏾‍♂️,person,"['man', 'in', 'lotus', 'position']"
1288,:man_in_lotus_position_medium-light_skin_tone:,🧘🏼‍♂️,person,"['man', 'in', 'lotus', 'position']"
1289,:man_in_lotus_position_medium_skin_tone:,🧘🏽‍♂️,person,"['man', 'in', 'lotus', 'position']"
1290,:man_in_steamy_room:,🧖‍♂️,person,"['man', 'in', 'steamy', 'room']"
1291,:man_in_steamy_room_dark_skin_tone:,🧖🏿‍♂️,person,"['man', 'in', 'steamy', 'room']"
1292,:man_in_steamy_room_light_skin_tone:,🧖🏻‍♂️,person,"['man', 'in', 'steamy', 'room']"
1293,:man_in_steamy_room_medium-dark_skin_tone:,🧖🏾‍♂️,person,"['man', 'in', 'steamy', 'room']"
1294,:man_in_steamy_room_medium-light_skin_tone:,🧖🏼‍♂️,person,"['man', 'in', 'steamy', 'room']"
1295,:man_in_steamy_room_medium_skin_tone:,🧖🏽‍♂️,person,"['man', 'in', 'steamy', 'room']"
1296,:man_in_suit_levitating:,🕴,person,"['man', 'in', 'suit', 'levitating']"
1297,:man_in_suit_levitating_dark_skin_tone:,🕴🏿,person,"['man', 'in', 'suit', 'levitating']"
1298,:man_in_suit_levitating_light_skin_tone:,🕴🏻,person,"['man', 'in', 'suit', 'levitating']"
1299,:man_in_suit_levitating_medium-dark_skin_tone:,🕴🏾,person,"['man', 'in', 'suit', 'levitating']"
1300,:man_in_suit_levitating_medium-light_skin_tone:,🕴🏼,person,"['man', 'in', 'suit', 'levitating']"
1301,:man_in_suit_levitating_medium_skin_tone:,🕴🏽,person,"['man', 'in', 'suit', 'levitating']"
1302,:man_in_tuxedo:,🤵,person,"['man', 'in', 'tuxedo']"
1303,:man_in_tuxedo_dark_skin_tone:,🤵🏿,person,"['man', 'in', 'tuxedo']"
1304,:man_in_tuxedo_light_skin_tone:,🤵🏻,person,"['man', 'in', 'tuxedo']"
1305,:man_in_tuxedo_medium-dark_skin_tone:,🤵🏾,person,"['man', 'in', 'tuxedo']"
1306,:man_in_tuxedo_medium-light_skin_tone:,🤵🏼,person,"['man', 'in', 'tuxedo']"
1307,:man_in_tuxedo_medium_skin_tone:,🤵🏽,person,"['man', 'in', 'tuxedo']"
1308,:man_judge:,👨‍⚖️,person,"['man', 'judge']"
1309,:man_judge_dark_skin_tone:,👨🏿‍⚖️,person,"['man', 'judge']"
1310,:man_judge_light_skin_tone:,👨🏻‍⚖️,person,"['man', 'judge']"
1311,:man_judge_medium-dark_skin_tone:,👨🏾‍⚖️,person,"['man', 'judge']"
1312,:man_judge_medium-light_skin_tone:,👨🏼‍⚖️,person,"['man', 'judge']"
1313,:man_judge_medium_skin_tone:,👨🏽‍⚖️,person,"['man', 'judge']"
1314,:man_juggling:,🤹‍♂️,person,"['man', 'juggling']"
1315,:man_juggling_dark_skin_tone:,🤹🏿‍♂️,person,"['man', 'juggling']"
1316,:man_juggling_light_skin_tone:,🤹🏻‍♂️,person,"['man', 'juggling']"
1317,:man_juggling_medium-dark_skin_tone:,🤹🏾‍♂️,person,"['man', 'juggling']"
1318,:man_juggling_medium-light_skin_tone:,🤹🏼‍♂️,person,"['man', 'juggling']"
1319,:man_juggling_medium_skin_tone:,🤹🏽‍♂️,person,"['man', 'juggling']"
1320,:man_lifting_weights:,🏋️‍♂️,person,"['man', 'lifting', 'weights']"
1321,:man_lifting_weights_dark_skin_tone:,🏋🏿‍♂️,person,"['man', 'lifting', 'weights']"
1322,:man_lifting_weights_light_skin_tone:,🏋🏻‍♂️,person,"['man', 'lifting', 'weights']"
1323,:man_lifting_weights_medium-dark_skin_tone:,🏋🏾‍♂️,person,"['man', 'lifting', 'weights']"
1324,:man_lifting_weights_medium-light_skin_tone:,🏋🏼‍♂️,person,"['man', 'lifting', 'weights']"
1325,:man_lifting_weights_medium_skin_tone:,🏋🏽‍♂️,person,"['man', 'lifting', 'weights']"
1326,:man_light_skin_tone:,👨🏻,person,['man']
1327,:man_mage:,🧙‍♂️,person,"['man', 'mage']"
1328,:man_mage_dark_skin_tone:,🧙🏿‍♂️,person,"['man', 'mage']"
1329,:man_mage_light_skin_tone:,🧙🏻‍♂️,person,"['man', 'mage']"
1330,:man_mage_medium-dark_skin_tone:,🧙🏾‍♂️,person,"['man', 'mage']"
1331,:man_mage_medium-light_skin_tone:,🧙🏼‍♂️,person,"['man', 'mage']"
1332,:man_mage_medium_skin_tone:,🧙🏽‍♂️,person,"['man', 'mage']"
1333,:man_mechanic:,👨‍🔧,person,"['man', 'mechanic']"
1334,:man_mechanic_dark_skin_tone:,👨🏿‍🔧,person,"['man', 'mechanic']"
1335,:man_mechanic_light_skin_tone:,👨🏻‍🔧,person,"['man', 'mechanic']"
1336,:man_mechanic_medium-dark_skin_tone:,👨🏾‍🔧,person,"['man', 'mechanic']"
1337,:man_mechanic_medium-light_skin_tone:,👨🏼‍🔧,person,"['man', 'mechanic']"
1338,:man_mechanic_medium_skin_tone:,👨🏽‍🔧,person,"['man', 'mechanic']"
1339,:man_medium-dark_skin_tone:,👨🏾,person,['man']
1340,:man_medium-light_skin_tone:,👨🏼,person,['man']
1341,:man_medium_skin_tone:,👨🏽,person,['man']
1342,:man_mountain_biking:,🚵‍♂️,person,"['man', 'mountain', 'biking']"
1343,:man_mountain_biking_dark_skin_tone:,🚵🏿‍♂️,person,"['man', 'mountain', 'biking']"
1344,:man_mountain_biking_light_skin_tone:,🚵🏻‍♂️,person,"['man', 'mountain', 'biking']"
1345,:man_mountain_biking_medium-dark_skin_tone:,🚵🏾‍♂️,person,"['man', 'mountain', 'biking']"
1346,:man_mountain_biking_medium-light_skin_tone:,🚵🏼‍♂️,person,"['man', 'mountain', 'biking']"
1347,:man_mountain_biking_medium_skin_tone:,🚵🏽‍♂️,person,"['man', 'mountain', 'biking']"
1348,:man_office_worker:,👨‍💼,person,"['man', 'office', 'worker']"
1349,:man_office_worker_dark_skin_tone:,👨🏿‍💼,person,"['man', 'office', 'worker']"
1350,:man_office_worker_light_skin_tone:,👨🏻‍💼,person,"['man', 'office', 'worker']"
1351,:man_office_worker_medium-dark_skin_tone:,👨🏾‍💼,person,"['man', 'office', 'worker']"
1352,:man_office_worker_medium-light_skin_tone:,👨🏼‍💼,person,"['man', 'office', 'worker']"
1353,:man_office_worker_medium_skin_tone:,👨🏽‍💼,person,"['man', 'office', 'worker']"
1354,:man_pilot:,👨‍✈️,person,"['man', 'pilot']"
1355,:man_pilot_dark_skin_tone:,👨🏿‍✈️,person,"['man', 'pilot']"
1356,:man_pilot_light_skin_tone:,👨🏻‍✈️,person,"['man', 'pilot']"
1357,:man_pilot_medium-dark_skin_tone:,👨🏾‍✈️,person,"['man', 'pilot']"
1358,:man_pilot_medium-light_skin_tone:,👨🏼‍✈️,person,"['man', 'pilot']"
1359,:man_pilot_medium_skin_tone:,👨🏽‍✈️,person,"['man', 'pilot']"
1360,:man_playing_handball:,🤾‍♂️,person,"['man', 'playing', 'handball']"
1361,:man_playing_handball_dark_skin_tone:,🤾🏿‍♂️,person,"['man', 'playing', 'handball']"
1362,:man_playing_handball_light_skin_tone:,🤾🏻‍♂️,person,"['man', 'playing', 'handball']"
1363,:man_playing_handball_medium-dark_skin_tone:,🤾🏾‍♂️,person,"['man', 'playing', 'handball']"
1364,:man_playing_handball_medium-light_skin_tone:,🤾🏼‍♂️,person,"['man', 'playing', 'handball']"
1365,:man_playing_handball_medium_skin_tone:,🤾🏽‍♂️,person,"['man', 'playing', 'handball']"
