,EMOJI_ALIAS_UNICODE,emoji,VEC_TO_CAT,seq_clean_text
2268,:vertical_traffic_light:,🚦,activity,"['vertical', 'traffic', 'light']"
2269,:vibration_mode:,📳,mood,"['vibration', 'mode']"
2270,:victory_hand:,✌,place,"['victory', 'hand']"
2271,:victory_hand_dark_skin_tone:,✌🏿,place,"['victory', 'hand']"
2272,:victory_hand_light_skin_tone:,✌🏻,place,"['victory', 'hand']"
2273,:victory_hand_medium-dark_skin_tone:,✌🏾,place,"['victory', 'hand']"
2274,:victory_hand_medium-light_skin_tone:,✌🏼,place,"['victory', 'hand']"
2275,:victory_hand_medium_skin_tone:,✌🏽,place,"['victory', 'hand']"
2276,:video_camera:,📹,person,"['video', 'camera']"
2277,:video_game:,🎮,time,"['video', 'game']"
2278,:videocassette:,📼,thing,['videocassette']
2279,:violin:,🎻,person,['violin']
2280,:volcano:,🌋,activity,['volcano']
2281,:volleyball:,🏐,activity,['volleyball']
2282,:vulcan_salute:,🖖,thing,"['vulcan', 'salute']"
2283,:vulcan_salute_dark_skin_tone:,🖖🏿,thing,"['vulcan', 'salute']"
2284,:vulcan_salute_light_skin_tone:,🖖🏻,thing,"['vulcan', 'salute']"
2285,:vulcan_salute_medium-dark_skin_tone:,🖖🏾,thing,"['vulcan', 'salute']"
2286,:vulcan_salute_medium-light_skin_tone:,🖖🏼,thing,"['vulcan', 'salute']"
2287,:vulcan_salute_medium_skin_tone:,🖖🏽,thing,"['vulcan', 'salute']"
2288,:waning_crescent_moon:,🌘,mood,"['waning', 'crescent', 'moon']"
2289,:waning_gibbous_moon:,🌖,mood,"['waning', 'gibbous', 'moon']"
2290,:warning:,⚠,activity,['warning']
2291,:wastebasket:,🗑,person,['wastebasket']
2292,:watch:,⌚,thing,['watch']
2293,:water_buffalo:,🐃,person,"['water', 'buffalo']"
2294,:water_closet:,🚾,thing,"['water', 'closet']"
2295,:water_wave:,🌊,thing,"['water', 'wave']"
2296,:watermelon:,🍉,thing,['watermelon']
2297,:waving_hand:,👋,thing,"['waving', 'hand']"
2298,:waving_hand_dark_skin_tone:,👋🏿,thing,"['waving', 'hand']"
2299,:waving_hand_light_skin_tone:,👋🏻,thing,"['waving', 'hand']"
2300,:waving_hand_medium-dark_skin_tone:,👋🏾,thing,"['waving', 'hand']"
2301,:waving_hand_medium-light_skin_tone:,👋🏼,thing,"['waving', 'hand']"
2302,:waving_hand_medium_skin_tone:,👋🏽,thing,"['waving', 'hand']"
2303,:wavy_dash:,〰,mood,"['wavy', 'dash']"
2304,:waxing_crescent_moon:,🌒,thing,"['waxing', 'crescent', 'moon']"
2305,:waxing_gibbous_moon:,🌔,mood,"['waxing', 'gibbous', 'moon']"
2306,:weary_cat_face:,🙀,mood,"['weary', 'cat', 'face']"
2307,:weary_face:,😩,mood,"['weary', 'face']"
2308,:wedding:,💒,thing,['wedding']
2309,:whale:,🐳,person,['whale']
2310,:wheel_of_dharma:,☸,person,"['wheel', 'of', 'dharma']"
2311,:wheelchair_symbol:,♿,person,"['wheelchair', 'symbol']"
2312,:white_circle:,⚪,time,"['white', 'circle']"
2313,:white_exclamation_mark:,❕,mood,"['white', 'exclamation', 'mark']"
2314,:white_flag:,🏳,place,"['white', 'flag']"
2315,:white_flower:,💮,person,"['white', 'flower']"
2316,:white_hair:,🦳,thing,"['white', 'hair']"
2317,:white-haired_man:,👨‍🦳,person,"['white', 'haired', 'man']"
2318,:white-haired_woman:,👩‍🦳,person,"['white', 'haired', 'woman']"
2319,:white_heavy_check_mark:,✅,time,"['white', 'heavy', 'check', 'mark']"
2320,:white_large_square:,⬜,person,"['white', 'large', 'square']"
2321,:white_medium-small_square:,◽,person,"['white', 'medium', 'small', 'square']"
2322,:white_medium_square:,◻,person,"['white', 'medium', 'square']"
2323,:white_medium_star:,⭐,person,"['white', 'medium', 'star']"
2324,:white_question_mark:,❔,thing,"['white', 'question', 'mark']"
2325,:white_small_square:,▫,person,"['white', 'small', 'square']"
2326,:white_square_button:,🔳,person,"['white', 'square', 'button']"
2327,:wilted_flower:,🥀,mood,"['wilted', 'flower']"
2328,:wind_chime:,🎐,mood,"['wind', 'chime']"
2329,:wind_face:,🌬,mood,"['wind', 'face']"
2330,:wine_glass:,🍷,person,"['wine', 'glass']"
2331,:winking_face:,😉,mood,"['winking', 'face']"
2332,:winking_face_with_tongue:,😜,mood,"['winking', 'face', 'with', 'tongue']"
2333,:wolf_face:,🐺,person,"['wolf', 'face']"
2334,:woman:,👩,person,['woman']
2335,:woman_artist:,👩‍🎨,person,"['woman', 'artist']"
2336,:woman_artist_dark_skin_tone:,👩🏿‍🎨,person,"['woman', 'artist']"
2337,:woman_artist_light_skin_tone:,👩🏻‍🎨,person,"['woman', 'artist']"
2338,:woman_artist_medium-dark_skin_tone:,👩🏾‍🎨,person,"['woman', 'artist']"
2339,:woman_artist_medium-light_skin_tone:,👩🏼‍🎨,person,"['woman', 'artist']"
2340,:woman_artist_medium_skin_tone:,👩🏽‍🎨,person,"['woman', 'artist']"
2341,:woman_astronaut:,👩‍🚀,person,"['woman', 'astronaut']"
2342,:woman_astronaut_dark_skin_tone:,👩🏿‍🚀,person,"['woman', 'astronaut']"
2343,:woman_astronaut_light_skin_tone:,👩🏻‍🚀,person,"['woman', 'astronaut']"
2344,:woman_astronaut_medium-dark_skin_tone:,👩🏾‍🚀,person,"['woman', 'astronaut']"
2345,:woman_astronaut_medium-light_skin_tone:,👩🏼‍🚀,person,"['woman', 'astronaut']"
2346,:woman_astronaut_medium_skin_tone:,👩🏽‍🚀,person,"['woman', 'astronaut']"
2347,:woman_biking:,🚴‍♀️,person,"['woman', 'biking']"
2348,:woman_biking_dark_skin_tone:,🚴🏿‍♀️,person,"['woman', 'biking']"
2349,:woman_biking_light_skin_tone:,🚴🏻‍♀️,person,"['woman', 'biking']"
2350,:woman_biking_medium-dark_skin_tone:,🚴🏾‍♀️,person,"['woman', 'biking']"
2351,:woman_biking_medium-light_skin_tone:,🚴🏼‍♀️,person,"['woman', 'biking']"
2352,:woman_biking_medium_skin_tone:,🚴🏽‍♀️,person,"['woman', 'biking']"
2353,:woman_bouncing_ball:,⛹️‍♀️,person,"['woman', 'bouncing', 'ball']"
2354,:woman_bouncing_ball_dark_skin_tone:,⛹🏿‍♀️,person,"['woman', 'bouncing', 'ball']"
2355,:woman_bouncing_ball_light_skin_tone:,⛹🏻‍♀️,person,"['woman', 'bouncing', 'ball']"
2356,:woman_bouncing_ball_medium-dark_skin_tone:,⛹🏾‍♀️,person,"['woman', 'bouncing', 'ball']"
2357,:woman_bouncing_ball_medium-light_skin_tone:,⛹🏼‍♀️,person,"['woman', 'bouncing', 'ball']"
2358,:woman_bouncing_ball_medium_skin_tone:,⛹🏽‍♀️,person,"['woman', 'bouncing', 'ball']"
2359,:woman_bowing:,🙇‍♀️,person,"['woman', 'bowing']"
2360,:woman_bowing_dark_skin_tone:,🙇🏿‍♀️,person,"['woman', 'bowing']"
2361,:woman_bowing_light_skin_tone:,🙇🏻‍♀️,person,"['woman', 'bowing']"
2362,:woman_bowing_medium-dark_skin_tone:,🙇🏾‍♀️,person,"['woman', 'bowing']"
2363,:woman_bowing_medium-light_skin_tone:,🙇🏼‍♀️,person,"['woman', 'bowing']"
2364,:woman_bowing_medium_skin_tone:,🙇🏽‍♀️,person,"['woman', 'bowing']"
2365,:woman_cartwheeling:,🤸‍♀️,person,"['woman', 'cartwheeling']"
2366,:woman_cartwheeling_dark_skin_tone:,🤸🏿‍♀️,person,"['woman', 'cartwheeling']"
2367,:woman_cartwheeling_light_skin_tone:,🤸🏻‍♀️,person,"['woman', 'cartwheeling']"
2368,:woman_cartwheeling_medium-dark_skin_tone:,🤸🏾‍♀️,person,"['woman', 'cartwheeling']"
2369,:woman_cartwheeling_medium-light_skin_tone:,🤸🏼‍♀️,person,"['woman', 'cartwheeling']"
2370,:woman_cartwheeling_medium_skin_tone:,🤸🏽‍♀️,person,"['woman', 'cartwheeling']"
2371,:woman_climbing:,🧗‍♀️,person,"['woman', 'climbing']"
2372,:woman_climbing_dark_skin_tone:,🧗🏿‍♀️,person,"['woman', 'climbing']"
2373,:woman_climbing_light_skin_tone:,🧗🏻‍♀️,person,"['woman', 'climbing']"
2374,:woman_climbing_medium-dark_skin_tone:,🧗🏾‍♀️,person,"['woman', 'climbing']"
2375,:woman_climbing_medium-light_skin_tone:,🧗🏼‍♀️,person,"['woman', 'climbing']"
2376,:woman_climbing_medium_skin_tone:,🧗🏽‍♀️,person,"['woman', 'climbing']"
2377,:woman_construction_worker:,👷‍♀️,person,"['woman', 'construction', 'worker']"
2378,:woman_construction_worker_dark_skin_tone:,👷🏿‍♀️,person,"['woman', 'construction', 'worker']"
2379,:woman_construction_worker_light_skin_tone:,👷🏻‍♀️,person,"['woman', 'construction', 'worker']"
2380,:woman_construction_worker_medium-dark_skin_tone:,👷🏾‍♀️,person,"['woman', 'construction', 'worker']"
2381,:woman_construction_worker_medium-light_skin_tone:,👷🏼‍♀️,person,"['woman', 'construction', 'worker']"
2382,:woman_construction_worker_medium_skin_tone:,👷🏽‍♀️,person,"['woman', 'construction', 'worker']"
2383,:woman_cook:,👩‍🍳,person,"['woman', 'cook']"
2384,:woman_cook_dark_skin_tone:,👩🏿‍🍳,person,"['woman', 'cook']"
2385,:woman_cook_light_skin_tone:,👩🏻‍🍳,person,"['woman', 'cook']"
2386,:woman_cook_medium-dark_skin_tone:,👩🏾‍🍳,person,"['woman', 'cook']"
2387,:woman_cook_medium-light_skin_tone:,👩🏼‍🍳,person,"['woman', 'cook']"
2388,:woman_cook_medium_skin_tone:,👩🏽‍🍳,person,"['woman', 'cook']"
2389,:woman_dancing:,💃,person,"['woman', 'dancing']"
2390,:woman_dancing_dark_skin_tone:,💃🏿,person,"['woman', 'dancing']"
2391,:woman_dancing_light_skin_tone:,💃🏻,person,"['woman', 'dancing']"
2392,:woman_dancing_medium-dark_skin_tone:,💃🏾,person,"['woman', 'dancing']"
2393,:woman_dancing_medium-light_skin_tone:,💃🏼,person,"['woman', 'dancing']"
2394,:woman_dancing_medium_skin_tone:,💃🏽,person,"['woman', 'dancing']"
2395,:woman_dark_skin_tone:,👩🏿,person,['woman']
2396,:woman_detective:,🕵️‍♀️,person,"['woman', 'detective']"
2397,:woman_detective_dark_skin_tone:,🕵🏿‍♀️,person,"['woman', 'detective']"
2398,:woman_detective_light_skin_tone:,🕵🏻‍♀️,person,"['woman', 'detective']"
2399,:woman_detective_medium-dark_skin_tone:,🕵🏾‍♀️,person,"['woman', 'detective']"
2400,:woman_detective_medium-light_skin_tone:,🕵🏼‍♀️,person,"['woman', 'detective']"
2401,:woman_detective_medium_skin_tone:,🕵🏽‍♀️,person,"['woman', 'detective']"
2402,:woman_elf:,🧝‍♀️,person,"['woman', 'elf']"
2403,:woman_elf_dark_skin_tone:,🧝🏿‍♀️,person,"['woman', 'elf']"
2404,:woman_elf_light_skin_tone:,🧝🏻‍♀️,person,"['woman', 'elf']"
2405,:woman_elf_medium-dark_skin_tone:,🧝🏾‍♀️,person,"['woman', 'elf']"
2406,:woman_elf_medium-light_skin_tone:,🧝🏼‍♀️,person,"['woman', 'elf']"
2407,:woman_elf_medium_skin_tone:,🧝🏽‍♀️,person,"['woman', 'elf']"
2408,:woman_facepalming:,🤦‍♀️,person,"['woman', 'face', 'palming']"
2409,:woman_facepalming_dark_skin_tone:,🤦🏿‍♀️,person,"['woman', 'face', 'palming']"
2410,:woman_facepalming_light_skin_tone:,🤦🏻‍♀️,person,"['woman', 'face', 'palming']"
2411,:woman_facepalming_medium-dark_skin_tone:,🤦🏾‍♀️,person,"['woman', 'face', 'palming']"
2412,:woman_facepalming_medium-light_skin_tone:,🤦🏼‍♀️,person,"['woman', 'face', 'palming']"
2413,:woman_facepalming_medium_skin_tone:,🤦🏽‍♀️,person,"['woman', 'face', 'palming']"
2414,:woman_factory_worker:,👩‍🏭,person,"['woman', 'factory', 'worker']"
2415,:woman_factory_worker_dark_skin_tone:,👩🏿‍🏭,person,"['woman', 'factory', 'worker']"
2416,:woman_factory_worker_light_skin_tone:,👩🏻‍🏭,person,"['woman', 'factory', 'worker']"
2417,:woman_factory_worker_medium-dark_skin_tone:,👩🏾‍🏭,person,"['woman', 'factory', 'worker']"
2418,:woman_factory_worker_medium-light_skin_tone:,👩🏼‍🏭,person,"['woman', 'factory', 'worker']"
2419,:woman_factory_worker_medium_skin_tone:,👩🏽‍🏭,person,"['woman', 'factory', 'worker']"
2420,:woman_fairy:,🧚‍♀️,person,"['woman', 'fairy']"
2421,:woman_fairy_dark_skin_tone:,🧚🏿‍♀️,person,"['woman', 'fairy']"
2422,:woman_fairy_light_skin_tone:,🧚🏻‍♀️,person,"['woman', 'fairy']"
2423,:woman_fairy_medium-dark_skin_tone:,🧚🏾‍♀️,person,"['woman', 'fairy']"
2424,:woman_fairy_medium-light_skin_tone:,🧚🏼‍♀️,person,"['woman', 'fairy']"
2425,:woman_fairy_medium_skin_tone:,🧚🏽‍♀️,person,"['woman', 'fairy']"
2426,:woman_farmer:,👩‍🌾,person,"['woman', 'farmer']"
2427,:woman_farmer_dark_skin_tone:,👩🏿‍🌾,person,"['woman', 'farmer']"
2428,:woman_farmer_light_skin_tone:,👩🏻‍🌾,person,"['woman', 'farmer']"
2429,:woman_farmer_medium-dark_skin_tone:,👩🏾‍🌾,person,"['woman', 'farmer']"
2430,:woman_farmer_medium-light_skin_tone:,👩🏼‍🌾,person,"['woman', 'farmer']"
2431,:woman_farmer_medium_skin_tone:,👩🏽‍🌾,person,"['woman', 'farmer']"
2432,:woman_firefighter:,👩‍🚒,person,"['woman', 'firefighter']"
2433,:woman_firefighter_dark_skin_tone:,👩🏿‍🚒,person,"['woman', 'firefighter']"
2434,:woman_firefighter_light_skin_tone:,👩🏻‍🚒,person,"['woman', 'firefighter']"
2435,:woman_firefighter_medium-dark_skin_tone:,👩🏾‍🚒,person,"['woman', 'firefighter']"
2436,:woman_firefighter_medium-light_skin_tone:,👩🏼‍🚒,person,"['woman', 'firefighter']"
2437,:woman_firefighter_medium_skin_tone:,👩🏽‍🚒,person,"['woman', 'firefighter']"
2438,:woman_frowning:,🙍‍♀️,person,"['woman', 'frowning']"
2439,:woman_frowning_dark_skin_tone:,🙍🏿‍♀️,person,"['woman', 'frowning']"
2440,:woman_frowning_light_skin_tone:,🙍🏻‍♀️,person,"['woman', 'frowning']"
2441,:woman_frowning_medium-dark_skin_tone:,🙍🏾‍♀️,person,"['woman', 'frowning']"
2442,:woman_frowning_medium-light_skin_tone:,🙍🏼‍♀️,person,"['woman', 'frowning']"
2443,:woman_frowning_medium_skin_tone:,🙍🏽‍♀️,person,"['woman', 'frowning']"
2444,:woman_genie:,🧞‍♀️,person,"['woman', 'genie']"
2445,:woman_gesturing_NO:,🙅‍♀️,person,"['woman', 'gesturing', 'NO']"
2446,:woman_gesturing_NO_dark_skin_tone:,🙅🏿‍♀️,person,"['woman', 'gesturing', 'NO']"
2447,:woman_gesturing_NO_light_skin_tone:,🙅🏻‍♀️,person,"['woman', 'gesturing', 'NO']"
2448,:woman_gesturing_NO_medium-dark_skin_tone:,🙅🏾‍♀️,person,"['woman', 'gesturing', 'NO']"
2449,:woman_gesturing_NO_medium-light_skin_tone:,🙅🏼‍♀️,person,"['woman', 'gesturing', 'NO']"
2450,:woman_gesturing_NO_medium_skin_tone:,🙅🏽‍♀️,person,"['woman', 'gesturing', 'NO']"
2451,:woman_gesturing_OK:,🙆‍♀️,thing,"['woman', 'gesturing', 'OK']"
2452,:woman_gesturing_OK_dark_skin_tone:,🙆🏿‍♀️,thing,"['woman', 'gesturing', 'OK']"
2453,:woman_gesturing_OK_light_skin_tone:,🙆🏻‍♀️,thing,"['woman', 'gesturing', 'OK']"
2454,:woman_gesturing_OK_medium-dark_skin_tone:,🙆🏾‍♀️,thing,"['woman', 'gesturing', 'OK']"
2455,:woman_gesturing_OK_medium-light_skin_tone:,🙆🏼‍♀️,thing,"['woman', 'gesturing', 'OK']"
2456,:woman_gesturing_OK_medium_skin_tone:,🙆🏽‍♀️,thing,"['woman', 'gesturing', 'OK']"
2457,:woman_getting_haircut:,💇‍♀️,person,"['woman', 'getting', 'haircut']"
2458,:woman_getting_haircut_dark_skin_tone:,💇🏿‍♀️,person,"['woman', 'getting', 'haircut']"
2459,:woman_getting_haircut_light_skin_tone:,💇🏻‍♀️,person,"['woman', 'getting', 'haircut']"
2460,:woman_getting_haircut_medium-dark_skin_tone:,💇🏾‍♀️,person,"['woman', 'getting', 'haircut']"
2461,:woman_getting_haircut_medium-light_skin_tone:,💇🏼‍♀️,person,"['woman', 'getting', 'haircut']"
2462,:woman_getting_haircut_medium_skin_tone:,💇🏽‍♀️,person,"['woman', 'getting', 'haircut']"
2463,:woman_getting_massage:,💆‍♀️,person,"['woman', 'getting', 'massage']"
2464,:woman_getting_massage_dark_skin_tone:,💆🏿‍♀️,person,"['woman', 'getting', 'massage']"
2465,:woman_getting_massage_light_skin_tone:,💆🏻‍♀️,person,"['woman', 'getting', 'massage']"
2466,:woman_getting_massage_medium-dark_skin_tone:,💆🏾‍♀️,person,"['woman', 'getting', 'massage']"
2467,:woman_getting_massage_medium-light_skin_tone:,💆🏼‍♀️,person,"['woman', 'getting', 'massage']"
2468,:woman_getting_massage_medium_skin_tone:,💆🏽‍♀️,person,"['woman', 'getting', 'massage']"
2469,:woman_golfing:,🏌️‍♀️,person,"['woman', 'golfing']"
2470,:woman_golfing_dark_skin_tone:,🏌🏿‍♀️,person,"['woman', 'golfing']"
2471,:woman_golfing_light_skin_tone:,🏌🏻‍♀️,person,"['woman', 'golfing']"
2472,:woman_golfing_medium-dark_skin_tone:,🏌🏾‍♀️,person,"['woman', 'golfing']"
2473,:woman_golfing_medium-light_skin_tone:,🏌🏼‍♀️,person,"['woman', 'golfing']"
2474,:woman_golfing_medium_skin_tone:,🏌🏽‍♀️,person,"['woman', 'golfing']"
2475,:woman_guard:,💂‍♀️,person,"['woman', 'guard']"
2476,:woman_guard_dark_skin_tone:,💂🏿‍♀️,person,"['woman', 'guard']"
2477,:woman_guard_light_skin_tone:,💂🏻‍♀️,person,"['woman', 'guard']"
2478,:woman_guard_medium-dark_skin_tone:,💂🏾‍♀️,person,"['woman', 'guard']"
2479,:woman_guard_medium-light_skin_tone:,💂🏼‍♀️,person,"['woman', 'guard']"
2480,:woman_guard_medium_skin_tone:,💂🏽‍♀️,person,"['woman', 'guard']"
2481,:woman_health_worker:,👩‍⚕️,person,"['woman', 'health', 'worker']"
2482,:woman_health_worker_dark_skin_tone:,👩🏿‍⚕️,person,"['woman', 'health', 'worker']"
2483,:woman_health_worker_light_skin_tone:,👩🏻‍⚕️,person,"['woman', 'health', 'worker']"
2484,:woman_health_worker_medium-dark_skin_tone:,👩🏾‍⚕️,person,"['woman', 'health', 'worker']"
2485,:woman_health_worker_medium-light_skin_tone:,👩🏼‍⚕️,person,"['woman', 'health', 'worker']"
2486,:woman_health_worker_medium_skin_tone:,👩🏽‍⚕️,person,"['woman', 'health', 'worker']"
2487,:woman_in_lotus_position:,🧘‍♀️,person,"['woman', 'in', 'lotus', 'position']"
2488,:woman_in_lotus_position_dark_skin_tone:,🧘🏿‍♀️,person,"['woman', 'in', 'lotus', 'position']"
2489,:woman_in_lotus_position_light_skin_tone:,🧘🏻‍♀️,person,"['woman', 'in', 'lotus', 'position']"
2490,:woman_in_lotus_position_medium-dark_skin_tone:,🧘🏾‍♀️,person,"['woman', 'in', 'lotus', 'position']"
2491,:woman_in_lotus_position_medium-light_skin_tone:,🧘🏼‍♀️,person,"['woman', 'in', 'lotus', 'position']"
2492,:woman_in_lotus_position_medium_skin_tone:,🧘🏽‍♀️,person,"['woman', 'in', 'lotus', 'position']"
2493,:woman_in_steamy_room:,🧖‍♀️,person,"['woman', 'in', 'steamy', 'room']"
2494,:woman_in_steamy_room_dark_skin_tone:,🧖🏿‍♀️,person,"['woman', 'in', 'steamy', 'room']"
2495,:woman_in_steamy_room_light_skin_tone:,🧖🏻‍♀️,person,"['woman', 'in', 'steamy', 'room']"
2496,:woman_in_steamy_room_medium-dark_skin_tone:,🧖🏾‍♀️,person,"['woman', 'in', 'steamy', 'room']"
2497,:woman_in_steamy_room_medium-light_skin_tone:,🧖🏼‍♀️,person,"['woman', 'in', 'steamy', 'room']"
2498,:woman_in_steamy_room_medium_skin_tone:,🧖🏽‍♀️,person,"['woman', 'in', 'steamy', 'room']"
2499,:woman_judge:,👩‍⚖️,person,"['woman', 'judge']"
2500,:woman_judge_dark_skin_tone:,👩🏿‍⚖️,person,"['woman', 'judge']"
2501,:woman_judge_light_skin_tone:,👩🏻‍⚖️,person,"['woman', 'judge']"
2502,:woman_judge_medium-dark_skin_tone:,👩🏾‍⚖️,person,"['woman', 'judge']"
2503,:woman_judge_medium-light_skin_tone:,👩🏼‍⚖️,person,"['woman', 'judge']"
2504,:woman_judge_medium_skin_tone:,👩🏽‍⚖️,person,"['woman', 'judge']"
2505,:woman_juggling:,🤹‍♀️,person,"['woman', 'juggling']"
2506,:woman_juggling_dark_skin_tone:,🤹🏿‍♀️,person,"['woman', 'juggling']"
2507,:woman_juggling_light_skin_tone:,🤹🏻‍♀️,person,"['woman', 'juggling']"
2508,:woman_juggling_medium-dark_skin_tone:,🤹🏾‍♀️,person,"['woman', 'juggling']"
2509,:woman_juggling_medium-light_skin_tone:,🤹🏼‍♀️,person,"['woman', 'juggling']"
2510,:woman_juggling_medium_skin_tone:,🤹🏽‍♀️,person,"['woman', 'juggling']"
2511,:woman_lifting_weights:,🏋️‍♀️,person,"['woman', 'lifting', 'weights']"
